image_path,gender,articleType,baseColour
dataset/images/11215.jpg,Men,Watches,Copper
dataset/images/50575.jpg,Men,Trunk,Grey Melange
dataset/images/24841.jpg,Women,Tshirts,Yellow
dataset/images/32328.jpg,Men,Watches,White
dataset/images/23899.jpg,Men,Sandals,Brown
dataset/images/46574.jpg,Women,Watches,Black
dataset/images/16179.jpg,Men,Casual Shoes,Black
dataset/images/19905.jpg,Unisex,Backpacks,Blue
dataset/images/17649.jpg,Unisex,Flip Flops,Green
dataset/images/28596.jpg,Men,Belts,Brown
dataset/images/37760.jpg,Men,Shirts,Blue
dataset/images/18544.jpg,Women,Heels,Blue
dataset/images/22174.jpg,Men,Casual Shoes,Brown
dataset/images/31038.jpg,Men,Tshirts,Blue
dataset/images/33042.jpg,Women,Kurtas,Beige
dataset/images/44850.jpg,Men,Tshirts,Black
dataset/images/24995.jpg,Boys,Jeans,Blue
dataset/images/46016.jpg,Women,Kurtas,White
dataset/images/40949.jpg,Boys,Tshirts,White
dataset/images/57296.jpg,Men,Shirts,White
dataset/images/37481.jpg,Women,Watches,White
dataset/images/15016.jpg,Men,Sweatshirts,Grey
dataset/images/50711.jpg,Men,Trunk,Grey Melange
dataset/images/5706.jpg,Men,Casual Shoes,Black
dataset/images/47654.jpg,Women,Tops,Grey
dataset/images/18981.jpg,Men,Tshirts,Blue
dataset/images/11867.jpg,Men,Flip Flops,Yellow
dataset/images/15471.jpg,Women,Tshirts,Green
dataset/images/26632.jpg,Women,Casual Shoes,Grey
dataset/images/59089.jpg,Women,Briefs,Black
dataset/images/22065.jpg,Women,Kurtas,Pink
dataset/images/5593.jpg,Men,Sports Shoes,White
dataset/images/38583.jpg,Men,Tshirts,Grey
dataset/images/44118.jpg,Men,Perfume and Body Mist,Black
dataset/images/19136.jpg,Men,Sandals,Black
dataset/images/33627.jpg,Women,Wallets,Pink
dataset/images/9379.jpg,Unisex,Caps,Black
dataset/images/57834.jpg,Men,Tshirts,Grey Melange
dataset/images/12123.jpg,Women,Kurtas,Brown
dataset/images/33429.jpg,Women,Handbags,Teal
dataset/images/34436.jpg,Women,Tshirts,White
dataset/images/19510.jpg,Men,Belts,Brown
dataset/images/8594.jpg,Men,Tshirts,Navy Blue
dataset/images/39602.jpg,Women,Heels,Gold
dataset/images/22682.jpg,Unisex,Backpacks,Grey
dataset/images/2182.jpg,Men,Tshirts,Yellow
dataset/images/44816.jpg,Women,Jeans,Blue
dataset/images/18854.jpg,Men,Tshirts,White
dataset/images/7790.jpg,Men,Tshirts,Olive
dataset/images/40070.jpg,Women,Capris,Black
dataset/images/26737.jpg,Men,Deodorant,Brown
dataset/images/4639.jpg,Women,Sports Shoes,White
dataset/images/49143.jpg,Women,Lip Gloss,Brown
dataset/images/29669.jpg,Men,Shirts,White
dataset/images/59356.jpg,Women,Kurtas,Multi
dataset/images/44910.jpg,Men,Tshirts,Blue
dataset/images/46477.jpg,Women,Watches,Steel
dataset/images/2290.jpg,Women,Tshirts,Pink
dataset/images/3868.jpg,Men,Tshirts,White
dataset/images/23749.jpg,Unisex,Sunglasses,Red
dataset/images/5641.jpg,Men,Sports Shoes,Brown
dataset/images/39910.jpg,Men,Sports Shoes,Blue
dataset/images/40662.jpg,Women,Kurtas,Blue
dataset/images/51157.jpg,Men,Socks,Navy Blue
dataset/images/8439.jpg,Women,Tops,Purple
dataset/images/12146.jpg,Women,Kurtis,Pink
dataset/images/8382.jpg,Girls,Tshirts,Blue
dataset/images/59018.jpg,Women,Heels,Black
dataset/images/15927.jpg,Unisex,Backpacks,Red
dataset/images/51596.jpg,Women,Jeans,Black
dataset/images/59524.jpg,Women,Earrings,Silver
dataset/images/49005.jpg,Women,Ring,Silver
dataset/images/6108.jpg,Men,Tshirts,Grey
dataset/images/15479.jpg,Men,Tshirts,Black
dataset/images/8403.jpg,Men,Tshirts,Blue
dataset/images/55805.jpg,Women,Night suits,Pink
dataset/images/37996.jpg,Men,Belts,Black
dataset/images/17327.jpg,Women,Sunglasses,Brown
dataset/images/38182.jpg,Women,Sunglasses,Black
dataset/images/5123.jpg,Women,Tshirts,Green
dataset/images/53590.jpg,Women,Watches,White
dataset/images/17270.jpg,Men,Tshirts,Black
dataset/images/10042.jpg,Women,Tshirts,Pink
dataset/images/20606.jpg,Women,Belts,Pink
dataset/images/6393.jpg,Men,Sandals,Blue
dataset/images/39821.jpg,Men,Sandals,Black
dataset/images/10652.jpg,Women,Skirts,Blue
dataset/images/39326.jpg,Girls,Leggings,Black
dataset/images/48493.jpg,Women,Skirts,Black
dataset/images/41770.jpg,Women,Dresses,Pink
dataset/images/18991.jpg,Men,Tshirts,Black
dataset/images/9231.jpg,Men,Shirts,Grey
dataset/images/18498.jpg,Men,Sandals,Black
dataset/images/16648.jpg,Men,Tshirts,Navy Blue
dataset/images/35095.jpg,Women,Scarves,Red
dataset/images/46248.jpg,Women,Tops,Teal
dataset/images/16691.jpg,Men,Sweaters,Red
dataset/images/17305.jpg,Men,Socks,Grey
dataset/images/16334.jpg,Men,Shirts,Peach
dataset/images/6395.jpg,Men,Sandals,Navy Blue
dataset/images/3695.jpg,Men,Casual Shoes,White
dataset/images/38524.jpg,Men,Casual Shoes,White
dataset/images/33352.jpg,Men,Formal Shoes,Tan
dataset/images/13388.jpg,Women,Casual Shoes,Grey
dataset/images/13969.jpg,Men,Casual Shoes,Black
dataset/images/17587.jpg,Unisex,Sunglasses,Black
dataset/images/56798.jpg,Men,Jeans,Blue
dataset/images/56987.jpg,Women,Heels,Red
dataset/images/32719.jpg,Men,Briefs,Navy Blue
dataset/images/56346.jpg,Men,Watches,Steel
dataset/images/4144.jpg,Women,Sports Shoes,White
dataset/images/12025.jpg,Men,Shirts,White
dataset/images/40747.jpg,Women,Caps,Beige
dataset/images/43477.jpg,Men,Casual Shoes,Khaki
dataset/images/16732.jpg,Men,Flip Flops,Brown
dataset/images/7779.jpg,Men,Casual Shoes,Black
dataset/images/15631.jpg,Men,Track Pants,Navy Blue
dataset/images/2825.jpg,Men,Formal Shoes,Black
dataset/images/20859.jpg,Women,Sunglasses,Brown
dataset/images/51598.jpg,Women,Jeggings,Blue
dataset/images/26472.jpg,Men,Tshirts,White
dataset/images/54939.jpg,Women,Tshirts,Pink
dataset/images/7433.jpg,Men,Shorts,Navy Blue
dataset/images/50875.jpg,Women,Sarees,Green
dataset/images/51708.jpg,Unisex,Sunglasses,Brown
dataset/images/33937.jpg,Men,Tshirts,Black
dataset/images/49026.jpg,Women,Ring,Silver
dataset/images/10706.jpg,Women,Watches,Gold
dataset/images/28708.jpg,Women,Kurtas,Black
dataset/images/50554.jpg,Men,Innerwear Vests,Grey Melange
dataset/images/16730.jpg,Men,Flip Flops,Grey
dataset/images/30300.jpg,Men,Tshirts,Off White
dataset/images/53773.jpg,Men,Tshirts,Black
dataset/images/7833.jpg,Men,Casual Shoes,Brown
dataset/images/56714.jpg,Women,Kurtas,White
dataset/images/24828.jpg,Women,Tshirts,Green
dataset/images/43525.jpg,Women,Leggings,Cream
dataset/images/28835.jpg,Women,Kurtas,Multi
dataset/images/53226.jpg,Men,Shirts,Yellow
dataset/images/27788.jpg,Men,Wallets,Black
dataset/images/55099.jpg,Women,Face Moisturisers,Gold
dataset/images/26415.jpg,Men,Shirts,Purple
dataset/images/25538.jpg,Men,Shirts,White
dataset/images/2250.jpg,Men,Flip Flops,Red
dataset/images/8980.jpg,Men,Casual Shoes,Black
dataset/images/19526.jpg,Men,Sweaters,Black
dataset/images/31602.jpg,Men,Tshirts,Purple
dataset/images/46815.jpg,Girls,Tops,Yellow
dataset/images/10183.jpg,Women,Casual Shoes,White
dataset/images/2221.jpg,Unisex,Backpacks,Blue
dataset/images/13877.jpg,Men,Shirts,Maroon
dataset/images/24076.jpg,Women,Flats,Orange
dataset/images/5780.jpg,Women,Tops,Purple
dataset/images/4446.jpg,Men,Sandals,Red
dataset/images/58323.jpg,Men,Socks,Black
dataset/images/10596.jpg,Women,Watches,Green
dataset/images/51926.jpg,Women,Handbags,Red
dataset/images/18810.jpg,Men,Belts,Olive
dataset/images/23562.jpg,Women,Perfume and Body Mist,Cream
dataset/images/51471.jpg,Men,Jeans,Black
dataset/images/55866.jpg,Women,Nail Polish,Blue
dataset/images/2478.jpg,Men,Tshirts,Green
dataset/images/2627.jpg,Women,Flats,Silver
dataset/images/2346.jpg,Men,Tshirts,Blue
dataset/images/8427.jpg,Unisex,Basketballs,Blue
dataset/images/14974.jpg,Men,Belts,Black
dataset/images/31118.jpg,Girls,Tops,Red
dataset/images/31888.jpg,Women,Stoles,Blue
dataset/images/9634.jpg,Men,Shirts,White
dataset/images/18214.jpg,Men,Caps,Navy Blue
dataset/images/13854.jpg,Men,Shirts,Purple
dataset/images/51009.jpg,Women,Bra,Rose
dataset/images/56133.jpg,Women,Foundation and Primer,Beige
dataset/images/22867.jpg,Men,Casual Shoes,Brown
dataset/images/17013.jpg,Women,Flats,Gold
dataset/images/3864.jpg,Men,Tshirts,White
dataset/images/24544.jpg,Women,Tops,Red
dataset/images/52318.jpg,Women,Bangle,Black
dataset/images/12244.jpg,Men,Shirts,Blue
dataset/images/22061.jpg,Women,Kurtas,Brown
dataset/images/38647.jpg,Men,Casual Shoes,Black
dataset/images/40954.jpg,Boys,Tshirts,Red
dataset/images/3309.jpg,Men,Sports Shoes,White
dataset/images/57034.jpg,Women,Jumpsuit,White
dataset/images/7556.jpg,Men,Tshirts,Blue
dataset/images/42830.jpg,Unisex,Wristbands,Black
dataset/images/15419.jpg,Unisex,Backpacks,Black
dataset/images/42239.jpg,Women,Tunics,Blue
dataset/images/39985.jpg,Men,Casual Shoes,Olive
dataset/images/45252.jpg,Men,Watches,Black
dataset/images/3908.jpg,Women,Track Pants,Blue
dataset/images/7307.jpg,Women,Tops,White
dataset/images/48130.jpg,Women,Handbags,Black
dataset/images/2778.jpg,Men,Tshirts,Green
dataset/images/12137.jpg,Women,Kurtas,Navy Blue
dataset/images/32944.jpg,Men,Casual Shoes,Black
dataset/images/20383.jpg,Men,Sweaters,White
dataset/images/51627.jpg,Women,Watches,White
dataset/images/26294.jpg,Men,Tshirts,Blue
dataset/images/8495.jpg,Women,Skirts,Blue
dataset/images/37911.jpg,Women,Dresses,Cream
dataset/images/53381.jpg,Unisex,Sports Sandals,Olive
dataset/images/32294.jpg,Men,Watches,Steel
dataset/images/3588.jpg,Unisex,Casual Shoes,Red
dataset/images/55062.jpg,Women,Lipstick,Red
dataset/images/17399.jpg,Men,Socks,Black
dataset/images/43674.jpg,Women,Jumpsuit,Blue
dataset/images/28982.jpg,Women,Kurta Sets,Green
dataset/images/27969.jpg,Men,Innerwear Vests,Black
dataset/images/9549.jpg,Men,Tshirts,Green
dataset/images/13013.jpg,Women,Heels,Black
dataset/images/19244.jpg,Men,Tshirts,Green
dataset/images/59636.jpg,Women,Sarees,Sea Green
dataset/images/40093.jpg,Men,Tshirts,Fluorescent Green
dataset/images/24398.jpg,Women,Kurtas,Red
dataset/images/7081.jpg,Unisex,Duffel Bag,Olive
dataset/images/24984.jpg,Men,Tshirts,Navy Blue
dataset/images/54481.jpg,Men,Briefs,Red
dataset/images/10766.jpg,Unisex,Flip Flops,Yellow
dataset/images/8316.jpg,Women,Tshirts,Yellow
dataset/images/12841.jpg,Men,Tshirts,Grey
dataset/images/23592.jpg,Men,Perfume and Body Mist,Blue
dataset/images/44664.jpg,Women,Trousers,Charcoal
dataset/images/11678.jpg,Men,Shirts,Yellow
dataset/images/51759.jpg,Women,Heels,Beige
dataset/images/5320.jpg,Men,Casual Shoes,Grey
dataset/images/27060.jpg,Women,Handbags,Brown
dataset/images/28464.jpg,Women,Capris,Turquoise Blue
dataset/images/42140.jpg,Men,Sports Shoes,Grey
dataset/images/59275.jpg,Women,Watches,Red
dataset/images/20174.jpg,Men,Shirts,Green
dataset/images/37142.jpg,Men,Shirts,Lavender
dataset/images/6420.jpg,Unisex,Casual Shoes,Blue
dataset/images/16284.jpg,Men,Tshirts,Red
dataset/images/11927.jpg,Women,Sports Shoes,White
dataset/images/5481.jpg,Men,Sports Shoes,Blue
dataset/images/50892.jpg,Women,Sarees,Maroon
dataset/images/34968.jpg,Women,Stoles,Blue
dataset/images/8833.jpg,Men,Sweaters,Black
dataset/images/49364.jpg,Men,Casual Shoes,Black
dataset/images/33444.jpg,Women,Handbags,Brown
dataset/images/41528.jpg,Men,Belts,Tan
dataset/images/3876.jpg,Men,Tshirts,Black
dataset/images/34191.jpg,Boys,Tshirts,Red
dataset/images/8591.jpg,Men,Shirts,Purple
dataset/images/22276.jpg,Women,Heels,Black
dataset/images/52688.jpg,Women,Watches,Silver
dataset/images/37415.jpg,Women,Handbags,Maroon
dataset/images/45910.jpg,Men,Watches,Silver
dataset/images/59382.jpg,Women,Kurtas,Blue
dataset/images/22876.jpg,Men,Casual Shoes,Khaki
dataset/images/7233.jpg,Men,Formal Shoes,Brown
dataset/images/53391.jpg,Women,Kurtas,White
dataset/images/31124.jpg,Girls,Dresses,Magenta
dataset/images/2053.jpg,Men,Tshirts,Grey
dataset/images/12333.jpg,Women,Jeans,Blue
dataset/images/25155.jpg,Women,Handbags,Black
dataset/images/16106.jpg,Women,Sunglasses,Brown
dataset/images/18393.jpg,Men,Briefs,Blue
dataset/images/37235.jpg,Men,Wallets,Black
dataset/images/25788.jpg,Men,Suspenders,Beige
dataset/images/54489.jpg,Women,Handbags,Orange
dataset/images/43552.jpg,Unisex,Caps,Blue
dataset/images/47618.jpg,Women,Heels,Pink
dataset/images/44869.jpg,Men,Tshirts,Black
dataset/images/14564.jpg,Unisex,Casual Shoes,Red
dataset/images/22851.jpg,Men,Casual Shoes,Khaki
dataset/images/52071.jpg,Men,Tshirts,Blue
dataset/images/46545.jpg,Men,Watches,Black
dataset/images/53851.jpg,Women,Kurtas,Green
dataset/images/59917.jpg,Women,Kurtas,Pink
dataset/images/31371.jpg,Men,Tshirts,Navy Blue
dataset/images/23768.jpg,Women,Sunglasses,Black
dataset/images/40067.jpg,Men,Tshirts,Yellow
dataset/images/19220.jpg,Men,Ties,Grey
dataset/images/3601.jpg,Unisex,Tshirts,Blue
dataset/images/20148.jpg,Men,Shirts,Black
dataset/images/55654.jpg,Women,Heels,Maroon
dataset/images/21975.jpg,Women,Handbags,Brown
dataset/images/47281.jpg,Men,Tshirts,Yellow
dataset/images/27211.jpg,Men,Shirts,Purple
dataset/images/35709.jpg,Men,Sports Shoes,Grey
dataset/images/54332.jpg,Women,Briefs,Red
dataset/images/9946.jpg,Men,Sweaters,Black
dataset/images/24275.jpg,Men,Tshirts,White
dataset/images/47253.jpg,Men,Briefs,Blue
dataset/images/17227.jpg,Men,Sunglasses,Blue
dataset/images/48097.jpg,Women,Trousers,Green
dataset/images/39683.jpg,Men,Sports Shoes,White
dataset/images/11133.jpg,Men,Watches,Black
dataset/images/26642.jpg,Men,Casual Shoes,Black
dataset/images/12493.jpg,Women,Handbags,Black
dataset/images/54041.jpg,Women,Handbags,Grey
dataset/images/41718.jpg,Women,Heels,Blue
dataset/images/36494.jpg,Women,Kurtas,Black
dataset/images/17922.jpg,Men,Tshirts,Brown
dataset/images/13198.jpg,Men,Sports Shoes,Blue
dataset/images/12942.jpg,Men,Shirts,Blue
dataset/images/3028.jpg,Women,Tshirts,Black
dataset/images/18933.jpg,Men,Tshirts,Black
dataset/images/13433.jpg,Men,Tshirts,Blue
dataset/images/15206.jpg,Men,Tshirts,Peach
dataset/images/39716.jpg,Women,Dresses,Blue
dataset/images/18948.jpg,Men,Socks,Black
dataset/images/41074.jpg,Men,Sports Sandals,Black
dataset/images/18699.jpg,Men,Briefs,Blue
dataset/images/45346.jpg,Women,Heels,White
dataset/images/30898.jpg,Women,Salwar,Black
dataset/images/17428.jpg,Men,Watches,Black
dataset/images/3215.jpg,Men,Sports Shoes,White
dataset/images/51519.jpg,Men,Watches,Black
dataset/images/58027.jpg,Women,Earrings,Silver
dataset/images/14324.jpg,Women,Sweaters,Pink
dataset/images/44974.jpg,Men,Watches,White
dataset/images/3615.jpg,Unisex,Caps,Blue
dataset/images/17546.jpg,Men,Shirts,Pink
dataset/images/44203.jpg,Women,Flip Flops,Pink
dataset/images/23310.jpg,Women,Kurtas,Green
dataset/images/26720.jpg,Men,Tshirts,Grey
dataset/images/9517.jpg,Men,Shirts,White
dataset/images/16072.jpg,Men,Trousers,Black
dataset/images/15600.jpg,Men,Sweatshirts,Grey
dataset/images/52828.jpg,Women,Earrings,Black
dataset/images/55864.jpg,Women,Nail Polish,Maroon
dataset/images/33131.jpg,Women,Heels,Black
dataset/images/51909.jpg,Women,Laptop Bag,Pink
dataset/images/32632.jpg,Women,Capris,Grey
dataset/images/10231.jpg,Women,Handbags,Red
dataset/images/56379.jpg,Women,Perfume and Body Mist,Green
dataset/images/28106.jpg,Men,Boxers,Charcoal
dataset/images/27750.jpg,Men,Wallets,Brown
dataset/images/38586.jpg,Women,Tshirts,Pink
dataset/images/16909.jpg,Men,Sweatshirts,Grey
dataset/images/45655.jpg,Men,Briefs,White
dataset/images/34889.jpg,Women,Handbags,Pink
dataset/images/10393.jpg,Women,Watches,Black
dataset/images/20143.jpg,Men,Shirts,White
dataset/images/25947.jpg,Women,Scarves,Brown
dataset/images/30817.jpg,Women,Leggings,Rust
dataset/images/30829.jpg,Women,Churidar,Blue
dataset/images/12537.jpg,Men,Track Pants,Grey
dataset/images/20672.jpg,Men,Tshirts,Pink
dataset/images/13164.jpg,Men,Sports Shoes,Black
dataset/images/44182.jpg,Women,Perfume and Body Mist,White
dataset/images/17307.jpg,Men,Sunglasses,Black
dataset/images/35326.jpg,Women,Earrings,Silver
dataset/images/11581.jpg,Women,Kurtas,Yellow
dataset/images/48735.jpg,Men,Bangle,Steel
dataset/images/30706.jpg,Women,Clutches,Magenta
dataset/images/21401.jpg,Men,Tshirts,Red
dataset/images/11958.jpg,Men,Casual Shoes,Black
dataset/images/52941.jpg,Women,Sarees,Multi
dataset/images/20111.jpg,Women,Kurtas,White
dataset/images/59435.jpg,Men,Formal Shoes,Black
dataset/images/39514.jpg,Unisex,Laptop Bag,Black
dataset/images/48877.jpg,Women,Pendant,Silver
dataset/images/21433.jpg,Women,Shorts,Blue
dataset/images/38839.jpg,Women,Dresses,Olive
dataset/images/11258.jpg,Women,Tops,Black
dataset/images/17941.jpg,Men,Tshirts,Red
dataset/images/40068.jpg,Men,Shorts,Black
dataset/images/9261.jpg,Men,Shirts,Red
dataset/images/48549.jpg,Women,Belts,Black
dataset/images/24517.jpg,Women,Kurtas,Brown
dataset/images/44530.jpg,Men,Sandals,Black
dataset/images/6408.jpg,Men,Sandals,Beige
dataset/images/18488.jpg,Men,Jeans,Blue
dataset/images/33979.jpg,Women,Stockings,Black
dataset/images/32743.jpg,Men,Casual Shoes,Brown
dataset/images/11981.jpg,Men,Sports Shoes,Black
dataset/images/54166.jpg,Women,Necklace and Chains,Turquoise Blue
dataset/images/32634.jpg,Women,Track Pants,Grey
dataset/images/36467.jpg,Men,Casual Shoes,Black
dataset/images/6065.jpg,Men,Shirts,Pink
dataset/images/36772.jpg,Women,Watches,Black
dataset/images/11371.jpg,Men,Shirts,Black
dataset/images/17708.jpg,Unisex,Casual Shoes,Purple
dataset/images/11323.jpg,Men,Jeans,Blue
dataset/images/5454.jpg,Men,Shorts,Black
dataset/images/27862.jpg,Women,Shirts,Navy Blue
dataset/images/56126.jpg,Women,Highlighter and Blush,Pink
dataset/images/32286.jpg,Men,Watches,White
dataset/images/51651.jpg,Men,Watches,Grey
dataset/images/23676.jpg,Men,Sandals,Black
dataset/images/39653.jpg,Men,Sports Shoes,White
dataset/images/3446.jpg,Men,Tshirts,Black
dataset/images/49538.jpg,Women,Clutches,Gold
dataset/images/42910.jpg,Women,Belts,Tan
dataset/images/52317.jpg,Women,Bangle,Green
dataset/images/10736.jpg,Women,Handbags,Red
dataset/images/5469.jpg,Men,Sports Shoes,Black
dataset/images/39658.jpg,Men,Casual Shoes,Black
dataset/images/22328.jpg,Men,Sweaters,Navy Blue
dataset/images/27812.jpg,Men,Belts,Black
dataset/images/29188.jpg,Men,Laptop Bag,Black
dataset/images/30955.jpg,Women,Tops,Charcoal
dataset/images/25023.jpg,Men,Tshirts,Blue
dataset/images/35127.jpg,Women,Necklace and Chains,Metallic
dataset/images/44237.jpg,Women,Casual Shoes,Green
dataset/images/9711.jpg,Men,Shirts,Purple
dataset/images/8718.jpg,Men,Tshirts,Red
dataset/images/45880.jpg,Men,Watches,White
dataset/images/34977.jpg,Women,Stoles,Gold
dataset/images/14833.jpg,Men,Belts,Brown
dataset/images/29261.jpg,Men,Sports Shoes,White
dataset/images/37765.jpg,Men,Shirts,Yellow
dataset/images/28609.jpg,Men,Caps,Grey
dataset/images/56321.jpg,Women,Watches,White
dataset/images/3732.jpg,Men,Tshirts,Orange
dataset/images/38038.jpg,Men,Watches,Black
dataset/images/13754.jpg,Men,Shirts,White
dataset/images/28856.jpg,Men,Tshirts,Mustard
dataset/images/18866.jpg,Men,Track Pants,Grey
dataset/images/3847.jpg,Men,Tshirts,White
dataset/images/15382.jpg,Men,Flip Flops,Navy Blue
dataset/images/3160.jpg,Men,Sports Shoes,White
dataset/images/10136.jpg,Women,Watches,Steel
dataset/images/10848.jpg,Men,Tshirts,Blue
dataset/images/7517.jpg,Men,Tshirts,Yellow
dataset/images/17219.jpg,Men,Sunglasses,Brown
dataset/images/57566.jpg,Women,Lipstick,Maroon
dataset/images/26959.jpg,Women,Shirts,Pink
dataset/images/18766.jpg,Men,Ties,Grey
dataset/images/4863.jpg,Men,Tshirts,Red
dataset/images/15783.jpg,Men,Briefs,Brown
dataset/images/9968.jpg,Men,Tshirts,Black
dataset/images/12171.jpg,Men,Shirts,Orange
dataset/images/3490.jpg,Women,Sports Sandals,Blue
dataset/images/45725.jpg,Women,Kurtas,Blue
dataset/images/56252.jpg,Men,Night suits,Green
dataset/images/3287.jpg,Men,Tshirts,Blue
dataset/images/57334.jpg,Women,Bra,Grey
dataset/images/15609.jpg,Men,Shorts,Grey
dataset/images/37329.jpg,Women,Watches,White
dataset/images/19137.jpg,Men,Sandals,Brown
dataset/images/32629.jpg,Men,Tshirts,Red
dataset/images/53491.jpg,Women,Bra,Pink
dataset/images/29652.jpg,Men,Shirts,Purple
dataset/images/42995.jpg,Women,Sports Shoes,Black
dataset/images/18010.jpg,Women,Belts,Green
dataset/images/33571.jpg,Men,Tshirts,Black
dataset/images/7302.jpg,Women,Tshirts,Blue
dataset/images/53081.jpg,Women,Clutches,Brown
dataset/images/18908.jpg,Men,Flip Flops,Blue
dataset/images/48046.jpg,Men,Watches,Blue
dataset/images/25575.jpg,Men,Sports Shoes,White
dataset/images/19769.jpg,Unisex,Watches,Purple
dataset/images/44700.jpg,Women,Tops,White
dataset/images/16160.jpg,Men,Formal Shoes,Black
dataset/images/2235.jpg,Men,Sandals,Black
dataset/images/2138.jpg,Men,Shirts,Green
dataset/images/16780.jpg,Unisex,Watches,Brown
dataset/images/8558.jpg,Men,Tshirts,Black
dataset/images/24406.jpg,Women,Kurtas,Red
dataset/images/37320.jpg,Women,Watches,Pink
dataset/images/59520.jpg,Women,Earrings,Silver
dataset/images/29317.jpg,Unisex,Backpacks,Blue
dataset/images/22221.jpg,Women,Tshirts,Maroon
dataset/images/18678.jpg,Men,Trunk,Black
dataset/images/27017.jpg,Women,Jeans,Blue
dataset/images/50200.jpg,Women,Sunglasses,Brown
dataset/images/55158.jpg,Women,Nail Polish,Red
dataset/images/14092.jpg,Women,Sweaters,Green
dataset/images/58656.jpg,Women,Kurtas,Red
dataset/images/22811.jpg,Men,Tshirts,Black
dataset/images/41675.jpg,Women,Heels,Silver
dataset/images/46720.jpg,Women,Perfume and Body Mist,Orange
dataset/images/44790.jpg,Men,Boxers,Blue
dataset/images/48799.jpg,Women,Pendant,Silver
dataset/images/21488.jpg,Women,Handbags,Maroon
dataset/images/46679.jpg,Women,Perfume and Body Mist,Peach
dataset/images/41587.jpg,Men,Shirts,Green
dataset/images/11790.jpg,Women,Kurtas,Green
dataset/images/12078.jpg,Women,Kurtas,Pink
dataset/images/56608.jpg,Women,Compact,Skin
dataset/images/30143.jpg,Women,Tshirts,Blue
dataset/images/48581.jpg,Men,Bracelet,Steel
dataset/images/53314.jpg,Men,Tshirts,Grey Melange
dataset/images/52965.jpg,Women,Sarees,Purple
dataset/images/48895.jpg,Women,Pendant,Silver
dataset/images/16645.jpg,Men,Tshirts,Green
dataset/images/41693.jpg,Men,Lounge Pants,Navy Blue
dataset/images/7697.jpg,Women,Tops,Grey
dataset/images/22619.jpg,Men,Tshirts,White
dataset/images/32477.jpg,Men,Tshirts,White
dataset/images/6345.jpg,Unisex,Casual Shoes,Purple
dataset/images/14896.jpg,Women,Handbags,Black
dataset/images/53788.jpg,Men,Tshirts,Blue
dataset/images/13396.jpg,Men,Shirts,Red
dataset/images/16177.jpg,Men,Sandals,Black
dataset/images/55294.jpg,Women,Lip Gloss,Pink
dataset/images/4499.jpg,Men,Sports Shoes,Grey
dataset/images/18966.jpg,Men,Sweaters,Green
dataset/images/43789.jpg,Women,Earrings,Gold
dataset/images/55964.jpg,Women,Lipstick,Red
dataset/images/55267.jpg,Women,Kajal and Eyeliner,Olive
dataset/images/49069.jpg,Women,Handbags,Pink
dataset/images/58647.jpg,Women,Kurtas,White
dataset/images/17937.jpg,Men,Tshirts,Black
dataset/images/48866.jpg,Women,Pendant,Silver
dataset/images/13748.jpg,Men,Shirts,Red
dataset/images/3878.jpg,Men,Tshirts,Black
dataset/images/45003.jpg,Men,Watches,Black
dataset/images/32277.jpg,Men,Sports Shoes,Black
dataset/images/36250.jpg,Men,Night suits,Navy Blue
dataset/images/28657.jpg,Men,Casual Shoes,Black
dataset/images/48447.jpg,Men,Tshirts,White
dataset/images/13296.jpg,Men,Tshirts,White
dataset/images/33433.jpg,Women,Handbags,Olive
dataset/images/40176.jpg,Men,Sunglasses,Black
dataset/images/52029.jpg,Unisex,Rain Jacket,Coffee Brown
dataset/images/43947.jpg,Women,Heels,Bronze
dataset/images/57291.jpg,Men,Shirts,Blue
dataset/images/28180.jpg,Men,Sunglasses,Metallic
dataset/images/50289.jpg,Men,Ties,Black
dataset/images/25971.jpg,Women,Dresses,Black
dataset/images/41965.jpg,Boys,Tshirts,Black
dataset/images/6285.jpg,Unisex,Flip Flops,Navy Blue
dataset/images/3434.jpg,Men,Tshirts,Black
dataset/images/23373.jpg,Men,Boxers,Navy Blue
dataset/images/33921.jpg,Women,Watches,Steel
dataset/images/13224.jpg,Men,Sweatshirts,Blue
dataset/images/49475.jpg,Men,Casual Shoes,Brown
dataset/images/6601.jpg,Women,Tshirts,Pink
dataset/images/24461.jpg,Men,Casual Shoes,Grey
dataset/images/44503.jpg,Women,Casual Shoes,Grey
dataset/images/9140.jpg,Women,Tunics,Magenta
dataset/images/41259.jpg,Men,Wallets,Brown
dataset/images/38324.jpg,Unisex,Free Gifts,Blue
dataset/images/44023.jpg,Men,Perfume and Body Mist,Blue
dataset/images/45929.jpg,Men,Watches,White
dataset/images/3223.jpg,Women,Sports Shoes,Multi
dataset/images/12425.jpg,Men,Casual Shoes,Brown
dataset/images/18562.jpg,Women,Flats,Beige
dataset/images/9209.jpg,Women,Casual Shoes,White
dataset/images/8231.jpg,Men,Backpacks,Green
dataset/images/59504.jpg,Women,Necklace and Chains,Silver
dataset/images/16030.jpg,Men,Shirts,Grey
dataset/images/55209.jpg,Women,Lipstick,Red
dataset/images/43975.jpg,Women,Perfume and Body Mist,Brown
dataset/images/41783.jpg,Women,Tunics,Purple
dataset/images/58002.jpg,Women,Dresses,Green
dataset/images/21988.jpg,Women,Handbags,Grey
dataset/images/11990.jpg,Men,Tshirts,Red
